ENSMUSG00000083764	ENSMUST00000118450
ENSMUSG00000051160	ENSMUST00000058296
ENSMUSG00000099974	ENSMUST00000098486
ENSMUSG00000099975	ENSMUST00000188297
ENSMUSG00000096708	ENSMUST00000080801
ENSMUSG00000096709	ENSMUST00000167577
ENSMUSG00000099970	ENSMUST00000186362
ENSMUSG00000099971	ENSMUST00000186612
ENSMUSG00000099972	ENSMUST00000187765
ENSMUSG00000099973	ENSMUST00000190440
ENSMUSG00000097014	ENSMUST00000180718
ENSMUSG00000096703	ENSMUST00000099617
ENSMUSG00000096700	ENSMUST00000180092
ENSMUSG00000096701	ENSMUST00000177691
ENSMUSG00000099979	ENSMUST00000189662
ENSMUSG00000096704	ENSMUST00000082931
ENSMUSG00000096705	ENSMUST00000071979
ENSMUSG00000101216	ENSMUST00000188862
ENSMUSG00000101215	ENSMUST00000188748
ENSMUSG00000101214	ENSMUST00000188743
ENSMUSG00000101213	ENSMUST00000189717
ENSMUSG00000101212	ENSMUST00000187613
ENSMUSG00000101210	ENSMUST00000190728
ENSMUSG00000101219	ENSMUST00000080671
ENSMUSG00000080689	ENSMUST00000117039
ENSMUSG00000100485	ENSMUST00000187477
ENSMUSG00000097259	ENSMUST00000181411
ENSMUSG00000107456	ENSMUST00000203920
ENSMUSG00000097257	ENSMUST00000181097
ENSMUSG00000097256	ENSMUST00000180469
ENSMUSG00000097255	ENSMUST00000180629
ENSMUSG00000097254	ENSMUST00000180515
ENSMUSG00000097253	ENSMUST00000180586
ENSMUSG00000097252	ENSMUST00000180497
ENSMUSG00000097251	ENSMUST00000181575
ENSMUSG00000097250	ENSMUST00000180472
ENSMUSG00000092019	ENSMUST00000164838
ENSMUSG00000107453	ENSMUST00000203711
ENSMUSG00000080686	ENSMUST00000117036
ENSMUSG00000092014	ENSMUST00000170206
ENSMUSG00000107452	ENSMUST00000204429
ENSMUSG00000080687	ENSMUST00000117037
ENSMUSG00000107451	ENSMUST00000205064
ENSMUSG00000090709	ENSMUST00000168000
ENSMUSG00000090704	ENSMUST00000166597
ENSMUSG00000090706	ENSMUST00000168470
ENSMUSG00000090700	ENSMUST00000165061
ENSMUSG00000090701	ENSMUST00000166202
ENSMUSG00000107459	ENSMUST00000203122
ENSMUSG00000019761	ENSMUST00000103131
ENSMUSG00000082340	ENSMUST00000121257
ENSMUSG00000021208	ENSMUST00000044687
ENSMUSG00000031471	ENSMUST00000033854
ENSMUSG00000088611	ENSMUST00000157986
ENSMUSG00000106979	ENSMUST00000201238
ENSMUSG00000106973	ENSMUST00000201934
ENSMUSG00000080468	ENSMUST00000116818
ENSMUSG00000106971	ENSMUST00000201254
ENSMUSG00000106970	ENSMUST00000201640
ENSMUSG00000106976	ENSMUST00000202943
ENSMUSG00000106975	ENSMUST00000201135
ENSMUSG00000106974	ENSMUST00000202963
ENSMUSG00000062046	ENSMUST00000081193
ENSMUSG00000062042	ENSMUST00000078588
ENSMUSG00000088615	ENSMUST00000157990
ENSMUSG00000082346	ENSMUST00000118629
ENSMUSG00000088614	ENSMUST00000157989
ENSMUSG00000063932	ENSMUST00000081321
ENSMUSG00000093054	ENSMUST00000175313
ENSMUSG00000093056	ENSMUST00000175315
ENSMUSG00000093051	ENSMUST00000175310
ENSMUSG00000093052	ENSMUST00000175311
ENSMUSG00000105446	ENSMUST00000199565
ENSMUSG00000105447	ENSMUST00000198136
ENSMUSG00000105444	ENSMUST00000197107
ENSMUSG00000105445	ENSMUST00000196937
ENSMUSG00000105442	ENSMUST00000198724
ENSMUSG00000105443	ENSMUST00000200306
ENSMUSG00000105440	ENSMUST00000200150
ENSMUSG00000105441	ENSMUST00000199755
ENSMUSG00000105448	ENSMUST00000197479
ENSMUSG00000105449	ENSMUST00000196253
ENSMUSG00000103848	ENSMUST00000192818
ENSMUSG00000103849	ENSMUST00000194524
ENSMUSG00000103840	ENSMUST00000195145
ENSMUSG00000103841	ENSMUST00000194310
ENSMUSG00000103842	ENSMUST00000192038
ENSMUSG00000103843	ENSMUST00000192060
ENSMUSG00000103844	ENSMUST00000192824
ENSMUSG00000103845	ENSMUST00000194240
ENSMUSG00000103846	ENSMUST00000195050
ENSMUSG00000103847	ENSMUST00000194813
ENSMUSG00000097997	ENSMUST00000183031
ENSMUSG00000038218	ENSMUST00000043170
ENSMUSG00000038213	ENSMUST00000043422
ENSMUSG00000072972	ENSMUST00000085319
ENSMUSG00000072974	ENSMUST00000062182
ENSMUSG00000072978	ENSMUST00000049117
ENSMUSG00000070182	ENSMUST00000093672
ENSMUSG00000025003	ENSMUST00000025968
ENSMUSG00000025002	ENSMUST00000025966
ENSMUSG00000080180	ENSMUST00000169128
ENSMUSG00000092834	ENSMUST00000175093
ENSMUSG00000092835	ENSMUST00000175094
ENSMUSG00000092837	ENSMUST00000175096
ENSMUSG00000092830	ENSMUST00000175089
ENSMUSG00000092832	ENSMUST00000175091
ENSMUSG00000092833	ENSMUST00000175092
ENSMUSG00000035885	ENSMUST00000039758
ENSMUSG00000092838	ENSMUST00000175097
ENSMUSG00000087043	ENSMUST00000134476
ENSMUSG00000087042	ENSMUST00000134289
ENSMUSG00000087041	ENSMUST00000139512
ENSMUSG00000087045	ENSMUST00000140588
ENSMUSG00000087049	ENSMUST00000133451
ENSMUSG00000079513	ENSMUST00000113958
ENSMUSG00000069986	ENSMUST00000093411
ENSMUSG00000048949	ENSMUST00000133472
ENSMUSG00000103919	ENSMUST00000192892
ENSMUSG00000032350	ENSMUST00000034905
ENSMUSG00000037953	ENSMUST00000042553
ENSMUSG00000106604	ENSMUST00000197312
ENSMUSG00000095740	ENSMUST00000179407
ENSMUSG00000071275	ENSMUST00000095636
ENSMUSG00000071276	ENSMUST00000095637
ENSMUSG00000071273	ENSMUST00000095633
ENSMUSG00000086790	ENSMUST00000140639
ENSMUSG00000086791	ENSMUST00000144024
ENSMUSG00000086792	ENSMUST00000144419
ENSMUSG00000086793	ENSMUST00000143255
ENSMUSG00000086794	ENSMUST00000150442
ENSMUSG00000086795	ENSMUST00000145502
ENSMUSG00000100220	ENSMUST00000187215
ENSMUSG00000086798	ENSMUST00000124320
ENSMUSG00000086799	ENSMUST00000126016
ENSMUSG00000068631	ENSMUST00000084055
ENSMUSG00000021319	ENSMUST00000002883
ENSMUSG00000024669	ENSMUST00000025571
ENSMUSG00000024660	ENSMUST00000025562
ENSMUSG00000049062	ENSMUST00000056767
ENSMUSG00000024664	ENSMUST00000115995
ENSMUSG00000024665	ENSMUST00000025567
ENSMUSG00000024666	ENSMUST00000025568
ENSMUSG00000093271	ENSMUST00000175530
ENSMUSG00000105668	ENSMUST00000199501
ENSMUSG00000105669	ENSMUST00000197538
ENSMUSG00000059014	ENSMUST00000160346
ENSMUSG00000093274	ENSMUST00000175533
ENSMUSG00000093277	ENSMUST00000175536
ENSMUSG00000093276	ENSMUST00000175535
ENSMUSG00000022840	ENSMUST00000114913
ENSMUSG00000022844	ENSMUST00000023550
ENSMUSG00000093278	ENSMUST00000175537
ENSMUSG00000022849	ENSMUST00000023555
ENSMUSG00000102814	ENSMUST00000195216
ENSMUSG00000073944	ENSMUST00000098196
ENSMUSG00000105666	ENSMUST00000199341
ENSMUSG00000102816	ENSMUST00000195820
ENSMUSG00000105667	ENSMUST00000196637
ENSMUSG00000102810	ENSMUST00000195665
ENSMUSG00000095663	ENSMUST00000179217
ENSMUSG00000070609	ENSMUST00000094510
ENSMUSG00000027313	ENSMUST00000028780
ENSMUSG00000070605	ENSMUST00000105733
ENSMUSG00000073949	ENSMUST00000098200
ENSMUSG00000073948	ENSMUST00000098199
ENSMUSG00000104184	ENSMUST00000194952
ENSMUSG00000104185	ENSMUST00000193047
ENSMUSG00000104186	ENSMUST00000194626
ENSMUSG00000104187	ENSMUST00000194021
ENSMUSG00000104180	ENSMUST00000193865
ENSMUSG00000104181	ENSMUST00000195316
ENSMUSG00000104182	ENSMUST00000194272
ENSMUSG00000104188	ENSMUST00000195476
ENSMUSG00000104189	ENSMUST00000192618
ENSMUSG00000082852	ENSMUST00000121061
ENSMUSG00000058820	ENSMUST00000073671
ENSMUSG00000095709	ENSMUST00000178830
ENSMUSG00000095706	ENSMUST00000055868
ENSMUSG00000095705	ENSMUST00000178507
ENSMUSG00000095704	ENSMUST00000178052
ENSMUSG00000095703	ENSMUST00000179245
ENSMUSG00000095702	ENSMUST00000117639
ENSMUSG00000095701	ENSMUST00000102024
ENSMUSG00000095700	ENSMUST00000103495
ENSMUSG00000050623	ENSMUST00000057716
ENSMUSG00000104458	ENSMUST00000194995
ENSMUSG00000104459	ENSMUST00000193430
ENSMUSG00000104456	ENSMUST00000193141
ENSMUSG00000104457	ENSMUST00000195329
ENSMUSG00000104454	ENSMUST00000194486
ENSMUSG00000104455	ENSMUST00000192496
ENSMUSG00000104452	ENSMUST00000192591
ENSMUSG00000104453	ENSMUST00000193864
ENSMUSG00000104450	ENSMUST00000195282
ENSMUSG00000104451	ENSMUST00000191685
ENSMUSG00000080428	ENSMUST00000116778
ENSMUSG00000043391	ENSMUST00000053336
ENSMUSG00000073647	ENSMUST00000097690
ENSMUSG00000074619	ENSMUST00000099123
ENSMUSG00000043398	ENSMUST00000050649
ENSMUSG00000080424	ENSMUST00000116774
ENSMUSG00000080425	ENSMUST00000116775
ENSMUSG00000080427	ENSMUST00000116777
ENSMUSG00000084558	ENSMUST00000122609
ENSMUSG00000084559	ENSMUST00000122610
ENSMUSG00000089308	ENSMUST00000158683
ENSMUSG00000089309	ENSMUST00000158684
ENSMUSG00000047898	ENSMUST00000054414
ENSMUSG00000084550	ENSMUST00000122601
ENSMUSG00000084551	ENSMUST00000122602
ENSMUSG00000084552	ENSMUST00000122603
ENSMUSG00000089301	ENSMUST00000158676
ENSMUSG00000089306	ENSMUST00000158681
ENSMUSG00000089307	ENSMUST00000158682
ENSMUSG00000089304	ENSMUST00000158679
ENSMUSG00000084557	ENSMUST00000122608
ENSMUSG00000082910	ENSMUST00000119104
ENSMUSG00000088659	ENSMUST00000158034
ENSMUSG00000088658	ENSMUST00000158033
ENSMUSG00000088657	ENSMUST00000158032
ENSMUSG00000088656	ENSMUST00000158031
ENSMUSG00000088654	ENSMUST00000158029
ENSMUSG00000088653	ENSMUST00000158028
ENSMUSG00000088651	ENSMUST00000158026
ENSMUSG00000088650	ENSMUST00000158025
ENSMUSG00000069518	ENSMUST00000092165
ENSMUSG00000069515	ENSMUST00000092162
ENSMUSG00000045946	ENSMUST00000056234
ENSMUSG00000069516	ENSMUST00000092163
ENSMUSG00000097136	ENSMUST00000180466
ENSMUSG00000028998	ENSMUST00000030851
ENSMUSG00000097137	ENSMUST00000181540
ENSMUSG00000083029	ENSMUST00000120741
ENSMUSG00000083023	ENSMUST00000121663
ENSMUSG00000083022	ENSMUST00000117476
ENSMUSG00000083025	ENSMUST00000121003
ENSMUSG00000083024	ENSMUST00000121102
ENSMUSG00000083027	ENSMUST00000119840
ENSMUSG00000083026	ENSMUST00000121026
ENSMUSG00000024066	ENSMUST00000024866
ENSMUSG00000084300	ENSMUST00000117416
ENSMUSG00000035148	ENSMUST00000040161
ENSMUSG00000042444	ENSMUST00000049031
ENSMUSG00000045493	ENSMUST00000108878
ENSMUSG00000042448	ENSMUST00000047793
ENSMUSG00000045498	ENSMUST00000051754
ENSMUSG00000020087	ENSMUST00000020284
ENSMUSG00000078128	ENSMUST00000104927
ENSMUSG00000078618	ENSMUST00000145577
ENSMUSG00000078616	ENSMUST00000106828
ENSMUSG00000078611	ENSMUST00000106805
ENSMUSG00000010435	ENSMUST00000010579
ENSMUSG00000045232	ENSMUST00000061923
ENSMUSG00000045231	ENSMUST00000055369
ENSMUSG00000045236	ENSMUST00000061403
ENSMUSG00000045237	ENSMUST00000053981
ENSMUSG00000101224	ENSMUST00000187956
ENSMUSG00000044726	ENSMUST00000060894
ENSMUSG00000044724	ENSMUST00000096338
ENSMUSG00000064743	ENSMUST00000082809
ENSMUSG00000082040	ENSMUST00000118536
ENSMUSG00000046546	ENSMUST00000059078
ENSMUSG00000082042	ENSMUST00000119300
ENSMUSG00000082043	ENSMUST00000119777
ENSMUSG00000082044	ENSMUST00000121967
ENSMUSG00000086613	ENSMUST00000129075
ENSMUSG00000082046	ENSMUST00000119658
ENSMUSG00000082047	ENSMUST00000119406
ENSMUSG00000082048	ENSMUST00000120069
ENSMUSG00000082049	ENSMUST00000120846
ENSMUSG00000058005	ENSMUST00000081780
ENSMUSG00000086965	ENSMUST00000146673
ENSMUSG00000086964	ENSMUST00000150616
ENSMUSG00000086963	ENSMUST00000135438
ENSMUSG00000086962	ENSMUST00000137124
ENSMUSG00000086961	ENSMUST00000122969
ENSMUSG00000086960	ENSMUST00000156409
ENSMUSG00000086969	ENSMUST00000135659
ENSMUSG00000097376	ENSMUST00000180823
ENSMUSG00000033578	ENSMUST00000037687
ENSMUSG00000064665	ENSMUST00000082731
ENSMUSG00000041805	ENSMUST00000037419
ENSMUSG00000088684	ENSMUST00000158059
ENSMUSG00000024502	ENSMUST00000082254
ENSMUSG00000055200	ENSMUST00000068641
ENSMUSG00000098161	ENSMUST00000182885
ENSMUSG00000088686	ENSMUST00000158061
ENSMUSG00000021441	ENSMUST00000021890
ENSMUSG00000098163	ENSMUST00000182390
ENSMUSG00000088680	ENSMUST00000158055
ENSMUSG00000077689	ENSMUST00000104501
ENSMUSG00000059751	ENSMUST00000074680
ENSMUSG00000067231	ENSMUST00000087236
ENSMUSG00000098167	ENSMUST00000182069
ENSMUSG00000106569	ENSMUST00000200594
ENSMUSG00000051180	ENSMUST00000050585
ENSMUSG00000051182	ENSMUST00000057385
ENSMUSG00000051184	ENSMUST00000086349
ENSMUSG00000098169	ENSMUST00000182253
ENSMUSG00000101742	ENSMUST00000189621
ENSMUSG00000088689	ENSMUST00000158064
ENSMUSG00000081531	ENSMUST00000121318
ENSMUSG00000081530	ENSMUST00000119144
ENSMUSG00000081533	ENSMUST00000122142
ENSMUSG00000081532	ENSMUST00000120216
ENSMUSG00000083654	ENSMUST00000118187
ENSMUSG00000081537	ENSMUST00000118935
ENSMUSG00000081536	ENSMUST00000120224
ENSMUSG00000081539	ENSMUST00000121505
ENSMUSG00000081538	ENSMUST00000118906
ENSMUSG00000083655	ENSMUST00000118660
ENSMUSG00000085099	ENSMUST00000137940
ENSMUSG00000101103	ENSMUST00000190137
ENSMUSG00000085097	ENSMUST00000133196
ENSMUSG00000085094	ENSMUST00000152173
ENSMUSG00000085093	ENSMUST00000142835
ENSMUSG00000085090	ENSMUST00000131249
ENSMUSG00000085091	ENSMUST00000150329
ENSMUSG00000098894	ENSMUST00000183362
ENSMUSG00000098895	ENSMUST00000184952
ENSMUSG00000098896	ENSMUST00000183494
ENSMUSG00000051238	ENSMUST00000053583
ENSMUSG00000098890	ENSMUST00000184398
ENSMUSG00000098891	ENSMUST00000184742
ENSMUSG00000098893	ENSMUST00000183380
ENSMUSG00000098898	ENSMUST00000183340
ENSMUSG00000051235	ENSMUST00000166117
ENSMUSG00000078127	ENSMUST00000104926
ENSMUSG00000083878	ENSMUST00000119032
ENSMUSG00000083879	ENSMUST00000121500
ENSMUSG00000083876	ENSMUST00000118598
ENSMUSG00000083877	ENSMUST00000118538
ENSMUSG00000083874	ENSMUST00000121248
ENSMUSG00000083875	ENSMUST00000118764
ENSMUSG00000083872	ENSMUST00000119323
ENSMUSG00000083873	ENSMUST00000120775
ENSMUSG00000083870	ENSMUST00000121392
ENSMUSG00000083871	ENSMUST00000121706
ENSMUSG00000064663	ENSMUST00000082729
ENSMUSG00000089082	ENSMUST00000158457
ENSMUSG00000085320	ENSMUST00000140203
ENSMUSG00000085321	ENSMUST00000139006
ENSMUSG00000085322	ENSMUST00000145105
ENSMUSG00000085323	ENSMUST00000155499
ENSMUSG00000085324	ENSMUST00000146550
ENSMUSG00000098768	ENSMUST00000184995
ENSMUSG00000085327	ENSMUST00000156260
ENSMUSG00000085328	ENSMUST00000164420
ENSMUSG00000098767	ENSMUST00000184623
ENSMUSG00000098764	ENSMUST00000183866
ENSMUSG00000098765	ENSMUST00000183555
ENSMUSG00000098762	ENSMUST00000183346
ENSMUSG00000098763	ENSMUST00000184407
ENSMUSG00000098760	ENSMUST00000184062
ENSMUSG00000098761	ENSMUST00000184135
ENSMUSG00000085044	ENSMUST00000150735
ENSMUSG00000066180	ENSMUST00000084598
ENSMUSG00000101107	ENSMUST00000187181
ENSMUSG00000056706	ENSMUST00000056118
ENSMUSG00000057174	ENSMUST00000077715
ENSMUSG00000057170	ENSMUST00000082079
ENSMUSG00000050321	ENSMUST00000058829
ENSMUSG00000014859	ENSMUST00000015003
ENSMUSG00000103581	ENSMUST00000194342
ENSMUSG00000052520	ENSMUST00000030299
ENSMUSG00000035557	ENSMUST00000080893
ENSMUSG00000084050	ENSMUST00000122320
ENSMUSG00000084053	ENSMUST00000117067
ENSMUSG00000084052	ENSMUST00000121669
ENSMUSG00000092588	ENSMUST00000172957
ENSMUSG00000084054	ENSMUST00000119556
ENSMUSG00000084057	ENSMUST00000119732
ENSMUSG00000084056	ENSMUST00000121045
ENSMUSG00000084059	ENSMUST00000117391
ENSMUSG00000084058	ENSMUST00000121556
ENSMUSG00000092587	ENSMUST00000174022
ENSMUSG00000092580	ENSMUST00000174106
ENSMUSG00000092581	ENSMUST00000172721
ENSMUSG00000092583	ENSMUST00000173045
ENSMUSG00000103538	ENSMUST00000192834
ENSMUSG00000103539	ENSMUST00000194517
ENSMUSG00000106729	ENSMUST00000200842
ENSMUSG00000106726	ENSMUST00000202985
ENSMUSG00000103535	ENSMUST00000195875
ENSMUSG00000106724	ENSMUST00000201144
ENSMUSG00000106725	ENSMUST00000201590
ENSMUSG00000103530	ENSMUST00000192576
ENSMUSG00000103531	ENSMUST00000192930
ENSMUSG00000106720	ENSMUST00000202051
ENSMUSG00000103533	ENSMUST00000192084
ENSMUSG00000098426	ENSMUST00000184716
ENSMUSG00000084214	ENSMUST00000113538
ENSMUSG00000037815	ENSMUST00000042345
ENSMUSG00000097234	ENSMUST00000181328
ENSMUSG00000053695	ENSMUST00000066282
ENSMUSG00000021819	ENSMUST00000022358
ENSMUSG00000093988	ENSMUST00000083459
ENSMUSG00000021810	ENSMUST00000022344
ENSMUSG00000021811	ENSMUST00000022345
ENSMUSG00000093981	ENSMUST00000179103
ENSMUSG00000093980	ENSMUST00000080106
ENSMUSG00000093986	ENSMUST00000105202
ENSMUSG00000093984	ENSMUST00000120877
ENSMUSG00000108610	ENSMUST00000206614
ENSMUSG00000108611	ENSMUST00000207007
ENSMUSG00000108612	ENSMUST00000206119
ENSMUSG00000108613	ENSMUST00000205855
ENSMUSG00000108614	ENSMUST00000206512
ENSMUSG00000108615	ENSMUST00000206925
ENSMUSG00000108616	ENSMUST00000206829
ENSMUSG00000108617	ENSMUST00000206873
ENSMUSG00000108618	ENSMUST00000206666
ENSMUSG00000108619	ENSMUST00000206590
ENSMUSG00000083534	ENSMUST00000119193
ENSMUSG00000033318	ENSMUST00000038257
ENSMUSG00000033319	ENSMUST00000036226
ENSMUSG00000096006	ENSMUST00000178049
ENSMUSG00000096000	ENSMUST00000072976
ENSMUSG00000096002	ENSMUST00000170412
ENSMUSG00000096009	ENSMUST00000074883
ENSMUSG00000096008	ENSMUST00000180357
ENSMUSG00000101976	ENSMUST00000052307
ENSMUSG00000101977	ENSMUST00000189161
ENSMUSG00000101974	ENSMUST00000189079
ENSMUSG00000101975	ENSMUST00000187959
ENSMUSG00000093679	ENSMUST00000176085
ENSMUSG00000101973	ENSMUST00000190402
ENSMUSG00000101971	ENSMUST00000188308
ENSMUSG00000093677	ENSMUST00000176387
ENSMUSG00000093671	ENSMUST00000176925
ENSMUSG00000071713	ENSMUST00000096355
ENSMUSG00000101978	ENSMUST00000187067
ENSMUSG00000060747	ENSMUST00000078364
ENSMUSG00000060742	ENSMUST00000076263
ENSMUSG00000100376	ENSMUST00000191554
ENSMUSG00000097358	ENSMUST00000180772
ENSMUSG00000100374	ENSMUST00000186000
ENSMUSG00000100371	ENSMUST00000188605
ENSMUSG00000030662	ENSMUST00000032898
ENSMUSG00000097356	ENSMUST00000181534
ENSMUSG00000030664	ENSMUST00000032900
ENSMUSG00000100378	ENSMUST00000190928
ENSMUSG00000099589	ENSMUST00000190727
ENSMUSG00000099588	ENSMUST00000186704
ENSMUSG00000036499	ENSMUST00000053484
ENSMUSG00000099581	ENSMUST00000187257
ENSMUSG00000099583	ENSMUST00000105105
ENSMUSG00000099582	ENSMUST00000191422
ENSMUSG00000099585	ENSMUST00000188860
ENSMUSG00000099584	ENSMUST00000191349
ENSMUSG00000099587	ENSMUST00000187351
ENSMUSG00000099586	ENSMUST00000191210
ENSMUSG00000101392	ENSMUST00000188029
ENSMUSG00000101391	ENSMUST00000099799
ENSMUSG00000101396	ENSMUST00000190572
ENSMUSG00000066964	ENSMUST00000086615
ENSMUSG00000076445	ENSMUST00000103246
ENSMUSG00000076444	ENSMUST00000103245
ENSMUSG00000101398	ENSMUST00000185690
ENSMUSG00000076448	ENSMUST00000103249
ENSMUSG00000037361	ENSMUST00000046207
ENSMUSG00000037363	ENSMUST00000079160
ENSMUSG00000037362	ENSMUST00000050027
ENSMUSG00000101024	ENSMUST00000187254
ENSMUSG00000101025	ENSMUST00000190084
ENSMUSG00000101027	ENSMUST00000185276
ENSMUSG00000101020	ENSMUST00000189695
ENSMUSG00000101022	ENSMUST00000188265
ENSMUSG00000101023	ENSMUST00000190271
ENSMUSG00000095029	ENSMUST00000177659
ENSMUSG00000101028	ENSMUST00000188640
ENSMUSG00000104832	ENSMUST00000197885
ENSMUSG00000095026	ENSMUST00000179347
ENSMUSG00000092208	ENSMUST00000174460
ENSMUSG00000104618	ENSMUST00000196359
ENSMUSG00000104619	ENSMUST00000197163
ENSMUSG00000104615	ENSMUST00000198280
ENSMUSG00000104616	ENSMUST00000196501
ENSMUSG00000104617	ENSMUST00000196582
ENSMUSG00000104610	ENSMUST00000197127
ENSMUSG00000104612	ENSMUST00000200349
ENSMUSG00000092204	ENSMUST00000173160
ENSMUSG00000096919	ENSMUST00000180684
ENSMUSG00000096918	ENSMUST00000181476
ENSMUSG00000011179	ENSMUST00000171737
ENSMUSG00000096913	ENSMUST00000178338
ENSMUSG00000096912	ENSMUST00000177572
ENSMUSG00000096910	ENSMUST00000099414
ENSMUSG00000096917	ENSMUST00000180690
ENSMUSG00000102616	ENSMUST00000195367
ENSMUSG00000102617	ENSMUST00000192330
ENSMUSG00000102614	ENSMUST00000195213
ENSMUSG00000102615	ENSMUST00000192473
ENSMUSG00000102612	ENSMUST00000194977
ENSMUSG00000102610	ENSMUST00000191840
ENSMUSG00000093322	ENSMUST00000175581
ENSMUSG00000090516	ENSMUST00000171632
ENSMUSG00000102618	ENSMUST00000195288
ENSMUSG00000102619	ENSMUST00000194722
ENSMUSG00000031202	ENSMUST00000033545
ENSMUSG00000031204	ENSMUST00000033549
ENSMUSG00000077349	ENSMUST00000104161
ENSMUSG00000022673	ENSMUST00000023353
ENSMUSG00000093327	ENSMUST00000175586
ENSMUSG00000029595	ENSMUST00000031591
ENSMUSG00000063760	ENSMUST00000081989
ENSMUSG00000082005	ENSMUST00000119811
ENSMUSG00000036961	ENSMUST00000041163
ENSMUSG00000084395	ENSMUST00000117465
ENSMUSG00000082002	ENSMUST00000122274
ENSMUSG00000103468	ENSMUST00000192749
ENSMUSG00000049929	ENSMUST00000060576
ENSMUSG00000084390	ENSMUST00000119013
ENSMUSG00000066687	ENSMUST00000093852
ENSMUSG00000049926	ENSMUST00000062124
ENSMUSG00000097770	ENSMUST00000180479
ENSMUSG00000070063	ENSMUST00000093556
ENSMUSG00000069824	ENSMUST00000134011
ENSMUSG00000033872	ENSMUST00000129783
ENSMUSG00000028244	ENSMUST00000123729
ENSMUSG00000028243	ENSMUST00000029907
ENSMUSG00000051490	ENSMUST00000058600
ENSMUSG00000044526	ENSMUST00000052211
ENSMUSG00000064899	ENSMUST00000082965
ENSMUSG00000036295	ENSMUST00000043884
ENSMUSG00000044528	ENSMUST00000058994
ENSMUSG00000050933	ENSMUST00000061278
ENSMUSG00000052302	ENSMUST00000064107
ENSMUSG00000075158	ENSMUST00000099860
ENSMUSG00000027431	ENSMUST00000028918
ENSMUSG00000075155	ENSMUST00000099855
ENSMUSG00000075156	ENSMUST00000102624
ENSMUSG00000041840	ENSMUST00000048192
ENSMUSG00000044294	ENSMUST00000023720
ENSMUSG00000044292	ENSMUST00000057161
ENSMUSG00000006941	ENSMUST00000007139
ENSMUSG00000006948	ENSMUST00000007161
ENSMUSG00000087588	ENSMUST00000128606
ENSMUSG00000087582	ENSMUST00000193397
ENSMUSG00000025898	ENSMUST00000027027
ENSMUSG00000087581	ENSMUST00000136820
ENSMUSG00000087586	ENSMUST00000123014
ENSMUSG00000087587	ENSMUST00000129410
ENSMUSG00000087584	ENSMUST00000148069
ENSMUSG00000087585	ENSMUST00000125575
ENSMUSG00000034612	ENSMUST00000040110
ENSMUSG00000055795	ENSMUST00000069552
ENSMUSG00000021591	ENSMUST00000022082
ENSMUSG00000021590	ENSMUST00000022081
ENSMUSG00000050545	ENSMUST00000053458
ENSMUSG00000073879	ENSMUST00000165401
ENSMUSG00000073878	ENSMUST00000098123
ENSMUSG00000027296	ENSMUST00000028758
ENSMUSG00000087482	ENSMUST00000123834
ENSMUSG00000005410	ENSMUST00000164309
ENSMUSG00000086185	ENSMUST00000136834
ENSMUSG00000086184	ENSMUST00000145961
ENSMUSG00000086187	ENSMUST00000148457
ENSMUSG00000086189	ENSMUST00000133653
ENSMUSG00000087486	ENSMUST00000155505
ENSMUSG00000059227	ENSMUST00000073059
ENSMUSG00000099611	ENSMUST00000186062
ENSMUSG00000087489	ENSMUST00000132076
ENSMUSG00000096644	ENSMUST00000078193
ENSMUSG00000099615	ENSMUST00000189430
ENSMUSG00000096642	ENSMUST00000179897
ENSMUSG00000086239	ENSMUST00000136027
ENSMUSG00000086238	ENSMUST00000144607
ENSMUSG00000086232	ENSMUST00000146119
ENSMUSG00000086231	ENSMUST00000132792
ENSMUSG00000096640	ENSMUST00000190264
ENSMUSG00000086235	ENSMUST00000140995
ENSMUSG00000081636	ENSMUST00000117663
ENSMUSG00000081635	ENSMUST00000118189
ENSMUSG00000081632	ENSMUST00000118790
ENSMUSG00000081633	ENSMUST00000118416
ENSMUSG00000081630	ENSMUST00000120660
ENSMUSG00000081631	ENSMUST00000121451
ENSMUSG00000081638	ENSMUST00000118052
ENSMUSG00000081639	ENSMUST00000117248
ENSMUSG00000085526	ENSMUST00000125681
ENSMUSG00000085524	ENSMUST00000147187
ENSMUSG00000085522	ENSMUST00000128925
ENSMUSG00000098569	ENSMUST00000183787
ENSMUSG00000094668	ENSMUST00000083099
ENSMUSG00000098564	ENSMUST00000183549
ENSMUSG00000098565	ENSMUST00000185048
ENSMUSG00000098566	ENSMUST00000184091
ENSMUSG00000094664	ENSMUST00000148282
ENSMUSG00000098561	ENSMUST00000184969
ENSMUSG00000098563	ENSMUST00000183406
ENSMUSG00000089405	ENSMUST00000158780
ENSMUSG00000089404	ENSMUST00000158779
ENSMUSG00000089407	ENSMUST00000158782
ENSMUSG00000089406	ENSMUST00000158781
ENSMUSG00000089401	ENSMUST00000158776
ENSMUSG00000092463	ENSMUST00000117736
ENSMUSG00000089016	ENSMUST00000158391
ENSMUSG00000089409	ENSMUST00000158784
ENSMUSG00000089408	ENSMUST00000158783
ENSMUSG00000047171	ENSMUST00000058636
ENSMUSG00000084025	ENSMUST00000120159
ENSMUSG00000081188	ENSMUST00000117709
ENSMUSG00000081189	ENSMUST00000121815
ENSMUSG00000077572	ENSMUST00000104384
ENSMUSG00000077574	ENSMUST00000104386
ENSMUSG00000077575	ENSMUST00000104387
